% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 5
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
24.4700000000        -1.1175012450        -9.3122496247        -8.2903044578       
24.4750000000        -1.1187509450        -9.3226634998        -8.3700892469       
24.4800000000        -1.1200013150        -9.3330829580        -8.3434943172       
24.4850000000        -1.1212509900        -9.3434966248        -8.3036019226       
24.4900000000        -1.1225016400        -9.3539184163        -8.4232791063       
24.4950000000        -1.1239484000        -9.3659744120        -8.2903044578       
24.5000000000        -1.1250016950        -9.3747516246        -8.5163613602       
24.5050000000        -1.1262511550        -9.3851634997        -8.5030638953       
24.5100000000        -1.1275011800        -9.3955800831        -8.4764689656       
24.5150000000        -1.1287508650        -9.4059938331        -8.6892284032       
24.5200000000        -1.1300017600        -9.4164176662        -8.3833867117       
24.5250000000        -1.1312509000        -9.4268268748        -8.5030638953       
24.5300000000        -1.1325026500        -9.4372578327        -8.3168993875       
24.5350000000        -1.1337506500        -9.4476575415        -8.7291207977       
24.5400000000        -1.1350006900        -9.4580742498        -8.4498740360       
24.5450000000        -1.1362506400        -9.4684902082        -8.2238171336       
24.5500000000        -1.1375011250        -9.4789106247        -8.7291207977       
24.5550000000        -1.1387506950        -9.4893234165        -8.4631715008       
24.5600000000        -1.1400008500        -9.4997410831        -8.4631715008       
24.5650000000        -1.1412508350        -9.5101573331        -8.7291207977       
24.5700000000        -1.1425008250        -9.5205736248        -8.7025258680       
24.5750000000        -1.1437508900        -9.5309905415        -8.5828486844       
24.5800000000        -1.1450029400        -9.5414239993        -8.5429562899       
24.5850000000        -1.1462509350        -9.5518236664        -8.7956081220       
24.5900000000        -1.1475228650        -9.5624227863        -8.5296588250       
24.5950000000        -1.1487510450        -9.5726573331        -8.7158233329       
24.6000000000        -1.1500007450        -9.5830712082        -8.7025258680       
24.6050000000        -1.1512506300        -9.5934866249        -8.7823106571       
24.6100000000        -1.1525007350        -9.6039038748        -8.6626334735       
24.6150000000        -1.1537512300        -9.6143243747        -8.7158233329       
24.6200000000        -1.1550008550        -9.6247376248        -8.5163613602       
24.6250000000        -1.1562521900        -9.6351651245        -8.5961461493       
24.6300000000        -1.1575008150        -9.6455700415        -8.7557157274       
24.6350000000        -1.1587514200        -9.6559914580        -8.7158233329       
24.6400000000        -1.1600009600        -9.6664039998        -8.6626334735       
24.6450000000        -1.1612515700        -9.6768254579        -8.6493360086       
24.6500000000        -1.1625010150        -9.6872372081        -8.9551777001       
24.6550000000        -1.1637509200        -9.6976527914        -8.7291207977       
24.6600000000        -1.1650017400        -9.7080759996        -8.7158233329       
24.6650000000        -1.1662508300        -9.7184847915        -9.0083675595       
24.6700000000        -1.1675009500        -9.7289021664        -8.5828486844       
24.6750000000        -1.1687511200        -9.7393199581        -8.7956081220       
24.6800000000        -1.1700013200        -9.7497379997        -8.4764689657       
24.6850000000        -1.1712509300        -9.7601511248        -9.0881523486       
24.6900000000        -1.1725007500        -9.7705659998        -8.4498740360       
24.6950000000        -1.1737507500        -9.7809823748        -8.7424182626       
24.7000000000        -1.1750009300        -9.7914002498        -8.7690131923       
24.7050000000        -1.1762511650        -9.8018185831        -8.9418802353       
24.7100000000        -1.1775009250        -9.8122329581        -8.6360385438       
24.7150000000        -1.1787511250        -9.8226509997        -8.9418802352       
24.7200000000        -1.1800364650        -9.8333618665        -8.8089055868       
24.7250000000        -1.1812541650        -9.8435090824        -8.5296588250       
24.7300000000        -1.1825008500        -9.8538978331        -9.0216650243       
24.7350000000        -1.1837524150        -9.8643272494        -8.9418802353       
24.7400000000        -1.1850007600        -9.8747298332        -8.9152853056       
24.7450000000        -1.1862520800        -9.8851572078        -8.8620954462       
24.7500000000        -1.1875007650        -9.8955626248        -9.0482599540       
24.7550000000        -1.1887512100        -9.9059827081        -9.0349624892       
24.7600000000        -1.1900010650        -9.9163978747        -8.8620954462       
24.7650000000        -1.1912509900        -9.9268136248        -9.1280447431       
24.7700000000        -1.1925008600        -9.9372289165        -8.9684751649       
24.7750000000        -1.1937508600        -9.9476452914        -9.0349624892       
24.7800000000        -1.1950006050        -9.9580595415        -9.0482599540       
24.7850000000        -1.1962556550        -9.9685179987        -9.0083675595       
24.7900000000        -1.1975007150        -9.9788932082        -8.8753929110       
24.7950000000        -1.1987507700        -9.9893100415        -9.1413422079       
24.8000000000        -1.2000007200        -9.9997259998        -9.2211269970       
24.8050000000        -1.2012509650        -10.0101444164       -8.8487979813       
24.8100000000        -1.2025006900        -10.0205584999       -9.0482599540       
24.8150000000        -1.2037506750        -10.0309747498       -9.0482599540       
24.8200000000        -1.2050008350        -10.0413924581       -9.0482599540       
24.8250000000        -1.2062508550        -10.0518089998       -8.8620954462       
24.8300000000        -1.2075006350        -10.0622235415       -9.2211269970       
24.8350000000        -1.2087506350        -10.0726399165       -8.9950700946       
24.8400000000        -1.2100007800        -10.0830574998       -8.7690131923       
24.8450000000        -1.2112509550        -10.0934753331       -9.0216650243       
24.8500000000        -1.2125007200        -10.1038897498       -9.1147472783       
24.8550000000        -1.2137520250        -10.1143169995       -8.9418802352       
24.8600000000        -1.2150007950        -10.1247231248       -9.1280447431       
24.8650000000        -1.2162512100        -10.1351429580       -9.1147472782       
24.8700000000        -1.2175009400        -10.1455570831       -9.2344244618       
24.8750000000        -1.2187513300        -10.1559767080       -9.0216650243       
24.8800000000        -1.2200009150        -10.1663896248       -9.1147472782       
24.8850000000        -1.2212517100        -10.1768126246       -9.0083675595       
24.8900000000        -1.2225008350        -10.1872217081       -9.1679371376       
24.8950000000        -1.2237514350        -10.1976430830       -8.9684751649       
24.9000000000        -1.2250007900        -10.2080540831       -9.1546396728       
24.9050000000        -1.2262509550        -10.2184718331       -9.1679371376       
24.9100000000        -1.2275006550        -10.2288857082       -9.1147472782       
24.9150000000        -1.2287509200        -10.2393042915       -9.1812346025       
24.9200000000        -1.2300009100        -10.2497205831       -9.2078295321       
24.9250000000        -1.2312508900        -10.2601367914       -9.2344244618       
24.9300000000        -1.2325007050        -10.2705516249       -9.2876143212       
24.9350000000        -1.2337508350        -10.2809690831       -9.3142092509       
24.9400000000        -1.2350007300        -10.2913845832       -9.2211269970       
24.9450000000        -1.2362509650        -10.3018029164       -9.1413422079       
24.9500000000        -1.2375007350        -10.3122173748       -9.3408041806       
24.9550000000        -1.2387512750        -10.3226382497       -9.6067534775       
24.9600000000        -1.2400007950        -10.3330506248       -9.1546396728       
24.9650000000        -1.2412511700        -10.3434701247       -9.5136712236       
24.9700000000        -1.2425008700        -10.3538839998       -9.3142092509       
24.9750000000        -1.2437506400        -10.3642984582       -9.4205889697       
24.9800000000        -1.2450009050        -10.3747170415       -9.2477219267       
